Country,Year,ISO_code,Population,GDP,Biofuel_consumption,Biofuel_electricity,Biofuel_share_elec,Biofuel_share_energy,Coal_consumption,Coal_electricity,coal_production,Coal_share_elec,Coal_share_energy,Electricity_share_energy,Energy_cons_change_pct,Energy_per_capita,Energy_per_gdp,Fossil_electricity,fossil_fuel_consumption,Fossil_share_elec,Fossil_share_energy,gas_consumption,Gas_electricity,Gas_production,Gas_share_elec,Gas_share_energy,hydro_consumption,Hydro_electricity,Hydro_share_elec,Hydro_share_energy,low_carbon_consumption,Low_carbon_share_elec,Low_carbon_share_energy,Nuclear_consumption,Nuclear_electricity,Nuclear_share_elec,Nuclear_share_energy,oil_consumption,oil_electricity,oil_production,Oil_share_elec,Oil_share_energy,Primary_energy_consumption,renewables_consumption,Renewables_electricity,Renewables_share_elec,Renewables_share_energy,solar_consumption,Solar_electricity,Solar_share_elec,Solar_share_energy,wind_consumption,Wind_electricity,Wind_share_elec,wind_share_energy
South Korea,2017,KOR,51486268,1915599559593,6.559,9.61,1.667,0.189,1027.256,260.79,8.169,45.244,29.614,17.975,1.18,67581.461,1.816,405.65,3029.387,70.375,87.331,497.564,135.16,,23.449,14.344,7.022,2.81,0.488,0.202,439.453,29.625,12.669,371.067,148.43,25.751,10.697,1504.567,9.7,,1.683,43.374,3479.517,68.386,22.33,3.874,1.971,19.348,7.74,1.343,0.558,5.423,2.17,0.376,0.156
South Korea,2018,KOR,51640894,1971285914824,7.978,11.81,1.992,0.225,1057.884,257.67,6.601,43.459,29.779,17.94,2.387,68987.422,1.807,431.6,3135.622,72.794,88.268,578.04,163.28,,27.539,16.272,8.357,3.36,0.567,0.235,416.782,27.206,11.732,332.103,133.51,22.518,9.349,1499.699,10.65,,1.796,42.216,3562.572,84.679,27.8,4.689,2.384,25.292,10.17,1.715,0.712,6.132,2.46,0.415,0.173
South Korea,2019,KOR,51767844,2015521635585,7.967,13.35,2.275,0.227,997.119,245.04,5.963,41.759,28.457,18.16,-1.309,67917.344,1.744,407.88,3044.451,69.509,86.886,560.338,155.41,,26.484,15.992,6.903,2.79,0.475,0.197,459.515,30.491,13.114,361.163,145.91,24.865,10.307,1486.994,7.43,,1.266,42.437,3515.935,98.352,33.01,5.625,2.807,35.131,14.19,2.418,1.003,6.632,2.68,0.457,0.189
South Korea,2020,KOR,51858481,2001231642062,8.083,14.03,2.431,0.239,882.846,207.97,5.606,36.036,26.147,18.783,-3.59,65364.605,1.694,376.53,2863.894,65.244,84.82,575.373,162.54,,28.164,17.041,9.573,3.88,0.672,0.284,512.553,34.756,15.18,395.515,160.18,27.756,11.714,1405.675,6.02,,1.043,41.632,3389.709,117.038,40.4,7,3.466,47.748,19.34,3.351,1.414,7.778,3.15,0.546,0.23
South Korea,2021,KOR,51848401,2084182684453,8.188,17.15,2.822,0.23,909.107,213.32,4.94,35.099,25.538,18.718,5.417,68918.578,1.714,401.65,3032.615,66.087,85.19,624.074,181.23,,29.819,17.531,7.523,3.05,0.502,0.211,527.226,33.913,14.81,389.2,158.01,25.999,10.933,1499.434,7.1,,1.168,42.121,3573.318,138.026,48.1,7.914,3.877,60.881,24.72,4.067,1.71,7.833,3.18,0.523,0.22
South Korea,2022,KOR,51782515,2137558645699,7.932,17.85,2.867,0.22,873.806,209.22,4.492,33.605,24.24,19.124,1.294,69899.453,1.693,391.05,3016.088,62.81,83.668,623.789,174.71,,28.062,17.304,8.701,3.54,0.569,0.241,588.745,37.19,16.332,432.565,176.05,28.277,12,1518.494,7.12,,1.144,42.124,3619.57,156.18,55.49,8.913,4.333,75.494,30.73,4.936,2.094,8.279,3.37,0.541,0.23
Spain,1990,ESP,39084975,756125036542,0,0.54,0.357,0,223.436,59.74,132.384,39.521,21.061,16.464,0.034,27344.383,1.413,70.86,837.83,46.877,78.972,57.794,1.51,16.385,0.999,5.448,70.594,25.47,16.85,6.654,223.088,53.123,21.028,150.744,54.27,35.902,14.209,556.6,9.61,15.022,6.358,52.464,1068.755,72.344,26.03,17.22,6.819,0.017,0.01,0.007,0.002,0.039,0.01,0.007,0.004
Spain,1991,ESP,39201750,786757895205,0,0.54,0.349,0,232.588,58.8,121.371,38.007,21.178,16.29,3.533,28226.254,1.406,71.32,866.347,46.099,78.883,65.11,1.36,15.382,0.879,5.928,75.783,27.25,17.614,6.9,231.922,53.901,21.117,154.383,55.58,35.925,14.057,568.649,11.16,18.735,7.213,51.777,1106.519,77.538,27.81,17.976,7.06,0.019,0.01,0.006,0.002,0.042,0.01,0.006,0.004
Spain,1992,ESP,39420344,803260934603,0,0.57,0.364,0,237.299,64.22,123.301,40.996,20.593,15.386,4.755,29404.311,1.443,81.27,942.736,51.88,81.81,68.079,1.71,14.088,1.092,5.908,52.556,18.92,12.078,4.561,209.611,48.12,18.19,154.95,55.78,35.608,13.446,637.358,15.34,17.993,9.793,55.31,1159.128,54.661,19.6,12.512,4.743,0.022,0.01,0.006,0.002,0.286,0.1,0.064,0.025
Spain,1993,ESP,39651627,794221319057,0,0.58,0.374,0,213.457,62.42,121.312,40.24,19.166,16.003,-3.246,28283.867,1.412,73.93,888.13,47.66,79.744,66.78,1.2,7.707,0.774,5.996,67.714,24.42,15.743,6.08,225.593,52.34,20.256,155.722,56.06,36.14,13.982,607.893,10.31,14.118,6.646,54.582,1121.501,69.87,25.13,16.2,6.274,0.025,0.01,0.006,0.002,0.322,0.12,0.077,0.029
Spain,1994,ESP,39858721,820138301435,0,0.64,0.4,0,220.063,61.57,114.765,38.436,18.869,15.764,4.743,29471.383,1.432,75.82,931.825,47.331,79.899,73.218,3.24,2.335,2.023,6.278,78.278,28.24,17.629,6.712,234.436,52.669,20.101,153.647,55.31,34.528,13.174,638.545,11.01,12.382,6.873,54.751,1174.692,80.789,29.06,18.141,6.927,0.028,0.01,0.006,0.002,0.486,0.17,0.106,0.042
Spain,1995,ESP,40052733,855020227557,0,1.01,0.612,0,220.586,65.91,113.206,39.929,18.203,15.435,3.807,30445.111,1.426,85.23,989.643,51.633,81.665,89.793,3.75,4.907,2.272,7.41,64.2,23.08,13.982,5.298,222.193,48.367,18.335,154.042,55.46,33.598,12.711,679.264,15.57,9.865,9.432,56.052,1219.41,68.151,24.38,14.769,5.624,0.042,0.02,0.012,0.003,0.75,0.27,0.164,0.062
Spain,1996,ESP,40237375,885027554238,0,1.08,0.624,0,186.394,53.94,111.799,31.141,14.841,16.008,3.867,31477.406,1.431,75.63,984.468,43.664,78.386,100.49,6.79,5.508,3.92,8.001,110.561,39.79,22.972,8.803,271.462,56.336,21.614,156.472,56.33,32.521,12.459,697.584,14.9,6.419,8.602,55.543,1266.568,114.99,41.25,23.815,9.156,0.033,0.02,0.012,0.003,1.011,0.36,0.208,0.081
Spain,1997,ESP,40423823,925901360531,0,1.46,0.772,0,213.469,62.67,112.02,33.136,16.322,16.544,4.029,32594.49,1.423,96.86,1050.944,51.213,80.358,131.489,18.17,2.106,9.607,10.054,96.606,34.75,18.374,7.387,256.88,48.787,19.642,153.606,55.3,29.239,11.745,705.987,16.02,4.703,8.47,53.982,1317.594,103.275,36.97,19.547,7.897,0.036,0.02,0.011,0.003,2.061,0.74,0.391,0.158
Spain,1998,ESP,40617436,976805803240,0,1.53,0.791,0,203.42,61.58,107.438,31.842,14.874,16.162,4.55,33915.09,1.41,97.51,1100.669,50.421,80.483,134.987,16.21,1.323,8.382,9.871,94.458,33.99,17.576,6.907,266.909,49.579,19.517,163.869,58.99,30.503,11.982,762.261,19.72,6.807,10.197,55.738,1377.544,103.04,36.89,19.075,7.534,0.042,0.02,0.01,0.003,3.756,1.35,0.698,0.275
Spain,1999,ESP,40812855,1031651264612,0,1.62,0.788,0,227.983,73.61,99.855,35.797,15.904,16.072,4.655,35324.004,1.397,119.57,1193.407,58.148,83.254,154.525,19.06,1.692,9.269,10.78,63.508,22.82,11.098,4.43,240.043,41.852,16.746,163.478,58.85,28.619,11.404,810.899,26.9,3.762,13.082,56.57,1441.673,76.565,27.21,13.233,5.341,0.047,0.03,0.015,0.003,7.622,2.74,1.332,0.532
Spain,2000,ESP,41019772,1094998702299,0,1.49,0.674,0,243.486,79.09,97.006,35.8,16.068,16.495,5.804,37185.68,1.393,124.22,1242.603,56.229,81.999,176.964,20.18,1.814,9.135,11.678,82.139,28.26,12.792,5.42,272.78,43.771,18.001,172.794,62.21,28.16,11.403,822.153,24.95,2.948,11.294,54.254,1525.348,99.985,34.49,15.612,6.598,0.05,0.01,0.005,0.003,13.131,4.73,2.141,0.866
Spain,2001,ESP,41245602,1147959133197,0,1.63,0.699,0,222.924,70.27,91.447,30.15,14.154,16.953,4.047,38478.723,1.383,120.06,1261.818,51.512,80.117,190.694,23.36,5.773,10.023,12.108,113.334,40.89,17.544,7.196,313.158,48.488,19.883,175.989,63.71,27.335,11.174,848.199,26.43,4.393,11.34,53.855,1587.078,137.169,49.3,21.152,8.709,0.066,0.02,0.009,0.004,18.671,6.76,2.9,1.185
Spain,2002,ESP,41755703,1191323484900,0,2.59,1.08,0,251.185,81.18,89.365,33.838,15.652,16.756,1.736,38668.391,1.355,143.72,1335.614,59.906,83.226,218.034,32.39,6.036,13.501,13.586,62.795,21.22,8.845,3.913,269.199,40.094,16.774,172.647,63.02,26.268,10.758,866.395,30.15,3.967,12.567,53.987,1614.626,96.552,33.17,13.826,6.016,0.082,0.02,0.008,0.005,25.595,9.34,3.893,1.595
Spain,2003,ESP,42506540,1239651963472,0,3.18,1.236,0,234.1,74.73,83.085,29.044,13.921,17.434,4.964,39871.066,1.367,139.67,1358.223,54.283,80.767,248.287,39.37,2.405,15.301,14.765,111.864,40.48,15.733,6.652,323.424,45.717,19.233,168.597,61.88,24.05,10.026,875.835,25.57,4.082,9.938,52.082,1694.781,154.827,55.75,21.667,9.207,0.112,0.02,0.008,0.007,32.902,12.07,4.691,1.957
Spain,2004,ESP,43234562,1289831715789,0,3.33,1.204,0,244.8,79.1,80.503,28.596,14.129,18.02,2.931,40348.723,1.352,162.87,1421.262,58.881,82.031,292.691,55.46,4.005,20.05,16.893,85.843,31.08,11.236,4.955,311.322,41.119,17.969,172.374,63.61,22.996,9.949,883.771,28.31,3.722,10.235,51.009,1744.459,138.948,50.13,18.123,8.02,0.152,0.02,0.007,0.009,42.547,15.7,5.676,2.456
Spain,2005,ESP,43958883,1348839731490,0,2.65,0.915,0,238.566,79.06,77.06,27.313,13.556,18.186,1.483,40272.402,1.312,189.65,1491.832,65.519,84.769,347.02,79.01,1.868,27.296,19.718,48.043,18.39,6.353,2.73,268.043,34.481,15.231,154.675,57.54,19.878,8.789,906.246,31.58,1.914,10.91,51.495,1770.33,113.369,42.27,14.603,6.442,0.11,0.05,0.017,0.006,56.925,21.18,7.317,3.235
Spain,2006,ESP,44695446,1415738502534,0,2.77,0.937,0,208.27,66.74,72.606,22.579,11.76,18.684,0.719,39893.699,1.259,183.31,1469.746,62.015,82.989,363.174,90.57,0.816,30.64,20.507,69.225,25.96,8.782,3.909,301.268,37.985,17.011,160.765,60.13,20.342,9.078,898.302,26,1.853,8.796,50.722,1783.067,140.503,52.15,17.643,7.933,0.318,0.12,0.041,0.018,62.291,23.3,7.883,3.517
Spain,2007,ESP,45516501,1481143208580,4.907,2.9,0.961,0.27,233.03,72.8,68.21,24.117,12.832,18.557,2.543,40170.227,1.234,188.46,1508.342,62.433,83.061,369.573,94.8,0.201,31.405,20.351,72.428,27.31,9.047,3.988,307.612,37.567,16.939,146.551,55.1,18.253,8.07,905.739,20.86,1.701,6.91,49.877,1828.408,161.062,58.3,19.314,8.869,1.351,0.52,0.172,0.074,73.319,27.57,9.133,4.037
Spain,2008,ESP,46235055,1510615290401,9.598,3.26,1.052,0.545,157.052,48.71,50.87,15.724,8.919,19.854,-2.943,38382.004,1.175,188.67,1429.633,60.903,81.191,405.922,120.8,0.181,38.994,23.053,62.09,23.36,7.541,3.526,331.192,39.097,18.809,155.602,58.97,19.035,8.837,866.659,19.16,1.655,6.185,49.219,1774.594,175.591,62.15,20.062,9.972,6.802,2.58,0.833,0.386,86.929,32.95,10.636,4.937
Spain,2009,ESP,46635182,1468765814163,16.219,3.49,1.2,0.991,109.671,35.91,44.312,12.352,6.699,20.326,-6.903,35426.023,1.125,163.88,1287.26,56.37,78.628,363.077,107.75,0.16,37.063,22.177,69.167,26.41,9.084,4.225,349.884,43.63,21.372,138.481,52.76,18.148,8.459,814.511,20.22,1.446,6.955,49.752,1652.099,211.402,74.08,25.482,12.913,15.924,6.06,2.084,0.973,99.441,38.12,13.112,6.074
Spain,2010,ESP,46840469,1480376411582,22.257,4.01,1.347,1.331,80.212,25.33,38.329,8.506,4.796,20.997,2.436,36130.031,1.143,138.04,1236.278,46.353,73.916,361.965,94.85,0.577,31.85,21.642,109.468,42.3,14.204,6.545,436.257,53.647,26.084,160.452,61.99,20.816,9.593,794.101,17.86,1.592,5.997,47.479,1692.348,275.806,97.77,32.831,16.49,18.397,7.19,2.414,1.1,113.754,44.27,14.866,6.801
Spain,2011,ESP,46998040,1477187548437,26.225,4.61,1.581,1.595,148.759,43.98,30.799,15.085,9.048,20.619,-1.831,35349.469,1.125,146.29,1242.487,50.178,75.574,336.461,85.51,0.588,29.33,20.465,79.264,30.6,10.496,4.821,401.577,49.822,24.426,149.562,57.72,19.798,9.097,757.266,16.8,1.341,5.763,46.061,1661.356,252.015,87.53,30.023,15.329,22.486,9.4,3.224,1.368,109.93,42.92,14.722,6.686
Spain,2012,ESP,47018323,1433478645419,32.66,4.98,1.694,2.003,180.172,55.07,28.613,18.734,11.051,21.094,-0.833,35039.766,1.149,145.51,1212.435,49.502,74.366,332.256,73.31,0.67,24.94,20.379,52.951,20.55,6.991,3.248,417.937,50.498,25.634,158.428,61.47,20.912,9.717,700.007,17.13,1.863,5.828,42.935,1647.511,259.509,86.97,29.587,15.917,30.84,11.97,4.072,1.892,127.505,49.47,16.829,7.821
Spain,2013,ESP,46860394,1413362053623,13.625,5.8,2.061,0.875,132.547,39.94,20.498,14.19,8.512,21.76,-4.187,33685.816,1.117,113.32,1111.686,40.261,71.392,303.281,57.54,0.656,20.443,19.477,94.066,36.87,13.1,6.041,445.475,59.739,28.608,145.093,56.73,20.156,9.318,675.858,15.84,4.54,5.628,43.403,1578.531,300.382,111.41,39.583,19.29,33.532,13.1,4.654,2.153,142.627,55.64,19.768,9.159
Spain,2014,ESP,46720187,1433089409797,14.459,5.41,1.971,0.943,135.362,43.81,18.932,15.963,8.827,21.584,-1.54,33266.539,1.085,106.87,1089.442,38.941,71.046,275.239,47.27,0.269,17.224,17.949,99.667,39.17,14.273,6.5,443.999,61.059,28.954,145.814,57.31,20.883,9.509,678.841,15.79,3.867,5.754,44.269,1554.219,298.185,110.26,40.176,19.445,34.791,13.67,4.981,2.269,132.349,52.01,18.951,8.631
Spain,2015,ESP,46683683,1488098863146,14.788,5.76,2.078,0.951,159.173,51.37,14.49,18.534,10.236,21.077,1.218,33697.949,1.057,122.89,1145.939,44.337,73.693,285.438,52.5,0.7,18.941,18.356,71.241,28.14,10.153,4.581,409.076,55.663,26.307,145.076,57.2,20.637,9.33,701.328,19.02,2.879,6.862,45.101,1573.144,264,97.08,35.025,16.977,35.085,13.86,5.001,2.256,124.873,49.32,17.794,8.03
Spain,2016,ESP,46732768,1533303930046,16.87,5.69,2.102,1.079,122.07,36.43,7.976,13.458,7.81,20.623,0.621,33871.598,1.032,107.44,1132.507,39.69,72.459,291.216,52.83,0.61,19.516,18.632,91.421,36.4,13.447,5.849,430.452,60.31,27.541,147.284,58.63,21.659,9.423,719.221,18.18,1.655,6.716,46.017,1582.913,283.168,104.63,38.652,18.117,34.276,13.64,5.039,2.193,122.899,48.9,18.064,7.863
Spain,2017,ESP,46868594,1578931492849,19.439,6.08,2.232,1.226,156.41,45.13,13.117,16.569,9.866,19.99,1.208,34181.582,1.015,126.41,1197.184,46.409,75.517,317.121,64.04,,23.511,20.004,45.805,18.32,6.726,2.889,388.137,53.591,24.483,145.28,58.04,21.308,9.164,723.653,17.24,,6.329,45.647,1602.043,242.857,87.93,32.282,15.319,35.802,14.4,5.287,2.258,122.817,49.13,18.037,7.747
Spain,2018,ESP,47092817,1615001473949,25.525,5.91,2.178,1.586,134.022,37.34,10.268,13.758,8.325,19.842,1.662,34584.289,1.008,111.76,1182.64,41.179,73.46,314.973,58,,21.371,19.565,85.408,34.33,12.649,5.305,427.262,58.821,26.54,138.721,55.77,20.549,8.617,733.645,16.42,,6.05,45.571,1628.672,288.54,103.87,38.272,17.923,31.701,12.74,4.694,1.969,126.607,50.89,18.751,7.864
Spain,2019,ESP,47435121,1647042667976,25.091,5.57,2.059,1.602,58.984,12.86,0.685,4.754,3.767,20.207,-2.751,33390.262,0.962,111.18,1154.336,41.099,73.724,359.745,83.71,,30.944,22.976,55.659,24.65,9.112,3.555,411.421,58.901,26.276,144.25,58.35,21.57,9.213,735.607,14.61,,5.401,46.981,1583.871,267.171,100.99,37.332,17.063,37.397,15.1,5.582,2.388,131.409,55.65,20.571,8.393
Spain,2020,ESP,47679482,1460507935923,22.691,6.14,2.366,1.618,34.386,5.52,0.519,2.127,2.451,22.643,-10.159,29844.283,0.974,87.38,951.118,33.676,67.808,324.902,69.74,,26.878,23.163,75.325,30.51,11.759,5.37,451.541,66.324,32.192,143.949,58.3,22.469,10.263,591.83,12.12,,4.671,42.193,1422.96,307.592,113.79,43.855,21.929,51.03,20.67,7.966,3.638,139.367,56.44,21.752,9.936
Spain,2021,ESP,47735670,1541121952313,22.3,6.94,2.563,1.476,37.361,4.86,0.494,1.795,2.473,21.846,7.656,32091.293,0.994,88.44,1034.75,32.665,68.505,343.243,71.5,,26.408,22.724,72.97,29.63,10.944,4.831,475.729,67.335,31.495,139.32,56.56,20.89,9.224,654.146,12.08,,4.462,43.307,1531.899,336.409,125.75,46.445,22.272,66.744,27.1,10.009,4.419,152.86,62.06,22.922,10.12
Spain,2022,ESP,47828386,1625139888517,21.763,6.8,2.368,1.385,43.479,7.86,0.388,2.737,2.766,22.04,3.934,33289.133,0.98,105.65,1099.59,36.793,69.964,329.742,86.1,,29.984,20.98,43.219,17.59,6.126,2.75,472.068,63.207,30.036,143.956,58.59,20.404,9.159,726.369,11.69,,4.071,46.217,1592.166,328.112,122.91,42.803,20.877,87.771,35.72,12.439,5.585,154.26,62.78,21.863,9.815
Sri Lanka,2011,LKA,21009054,195461606183,0,0.03,0.26,0,3.479,1.04,0,9.004,4.651,17.158,8.566,3597.448,0.387,6.79,62.556,58.788,83.642,0,,0,,0,11.875,4.63,40.087,15.878,12.234,41.212,16.358,0,0,0,0,59.077,5.75,0,49.784,78.991,75.579,12.234,4.76,41.212,16.358,0.023,0.01,0.087,0.03,0.237,0.09,0.779,0.317
Sri Lanka,2012,LKA,21169461,212333854625,0,0.02,0.169,0,5.303,1.4,0,11.864,6.853,16.419,3.14,3682.307,0.367,8.33,68.397,70.593,88.39,0,,0,,0,8.511,3.3,27.966,10.998,8.984,29.407,11.61,0,0,0,0,63.094,6.93,0,58.729,81.536,77.952,8.984,3.47,29.407,11.61,0.026,0.01,0.085,0.033,0.378,0.14,1.186,0.489
Sri Lanka,2013,LKA,21358829,220937614421,0,0.03,0.25,0,5.579,1.47,0,12.27,7.152,17.941,1.619,3708.73,0.359,4.77,59.566,39.816,76.36,0,,0,,0,17.722,6.93,57.846,22.718,18.441,60.184,23.64,0,0,0,0,53.987,3.3,0,27.546,69.208,79.214,18.441,7.21,60.184,23.64,0.037,0.02,0.167,0.047,0.6,0.23,1.92,0.769
Sri Lanka,2014,LKA,21547454,235029015924,0,0.04,0.321,0,10.707,3.2,0,25.703,12.584,16.068,8.429,3986.135,0.365,7.55,72.584,60.643,85.305,0,,0,,0,11.61,4.56,36.627,13.644,12.504,39.357,14.695,0,0,0,0,61.877,4.35,0,34.94,72.721,85.891,12.504,4.9,39.357,14.695,0.071,0.03,0.241,0.084,0.693,0.27,2.169,0.815
Sri Lanka,2015,LKA,21729975,244914328998,0,0.06,0.454,0,14.409,4.46,0,33.762,15.962,16.431,6.298,4201.579,0.373,6.77,73.958,51.249,81.931,0,,0,,0,15.139,6,45.42,16.771,16.31,48.751,18.069,0,0,0,0,59.549,2.31,0,17.487,65.969,91.3,16.31,6.44,48.751,18.069,0.123,0.04,0.303,0.137,0.869,0.34,2.574,0.963
Sri Lanka,2016,LKA,21910763,257292293131,0,0.07,0.489,0,15.254,5.07,0,35.43,15.239,15.406,10.484,4603.753,0.392,9.59,88.169,67.016,88.08,0,,0,,0,10.632,4.25,29.7,10.621,11.932,32.984,11.92,0,0,0,0,72.915,4.52,0,31.586,72.841,100.872,11.932,4.72,32.984,11.92,0.208,0.05,0.349,0.208,0.867,0.35,2.446,0.866
Sweden,1990,SWE,8558571,240234012000,0,1.94,1.329,0,34.457,1.08,0.073,0.74,5.495,39.165,-3.968,75270.344,2.682,3.35,230.102,2.295,36.698,6.01,0.42,0,0.288,0.959,201.414,72.5,49.664,32.123,396.905,97.705,63.302,189.403,68.18,46.705,30.207,189.635,1.85,0,1.267,30.244,644.207,207.502,74.45,51,33.094,0,0,0,0,0.017,0.01,0.007,0.003
Sweden,1991,SWE,8616955,237950140941,0,1.86,1.266,0,33.637,1.96,0.187,1.334,5.372,39.382,-0.322,74519.977,2.699,5.1,231.322,3.47,36.947,6.421,0.58,0,0.395,1.026,175.692,63.24,43.029,28.062,394.765,96.53,63.053,213.225,76.76,52.228,34.057,191.265,2.56,0,1.742,30.549,642.135,181.54,65.11,44.302,28.996,0,0,0,0,0.036,0.01,0.007,0.006
Sweden,1992,SWE,8667576,235756851945,0,2.01,1.377,0,31.321,1.8,0.28,1.233,4.927,37.787,1.691,75337.344,2.77,6.02,246.283,4.125,38.74,7.247,0.79,0,0.541,1.14,206.567,74.33,50.935,32.493,389.445,95.875,61.26,176.511,63.54,43.541,27.765,207.715,3.43,0,2.35,32.674,652.992,212.934,76.37,52.333,33.494,0,0,0,0,0.086,0.03,0.021,0.014
Sweden,1993,SWE,8718038,231558425903,0,2.17,1.494,0,31.889,2.08,0,1.432,5.062,37.887,-0.894,74231.828,2.795,6.99,245.129,4.812,38.912,7.909,0.91,0,0.626,1.256,207.353,74.65,51.391,32.915,384.826,95.188,61.088,170.542,61.4,42.269,27.072,205.331,4,0,2.754,32.594,647.156,214.284,76.87,52.919,34.016,0.003,0,0,0,0.144,0.05,0.034,0.023
Sweden,1994,SWE,8780190,241524284977,0,2.23,1.563,0,32.364,2.61,0,1.829,5.1,36.157,0.405,74005.148,2.69,8.14,260.109,5.704,40.984,7.852,0.86,0,0.603,1.237,164.158,59.1,41.416,25.866,374.546,94.296,59.016,203.211,73.16,51.268,32.019,219.892,4.67,0,3.273,34.648,649.779,171.335,61.4,43.027,26.997,0.003,0,0,0,0.208,0.07,0.049,0.033
Sweden,1995,SWE,8826298,251741126533,0,2.35,1.585,0,32.364,2.27,0,1.531,4.978,37.116,2.596,75529.906,2.648,7.8,259.021,5.26,39.844,7.86,0.85,0,0.573,1.209,189.156,68.1,45.927,29.097,391.07,94.74,60.156,194.264,69.93,47.161,29.883,218.797,4.68,0,3.156,33.656,666.649,196.806,70.55,47.579,30.274,0.003,0,0,0,0.292,0.1,0.067,0.045
Sweden,1996,SWE,8840330,256498914326,0,2.12,1.508,0,35.842,3.69,0,2.624,5.633,34.501,-2.464,73551.977,2.535,12.34,279.286,8.776,43.889,8.422,0.68,0,0.484,1.324,143.722,51.74,36.797,22.586,357.06,91.224,56.111,206.317,74.27,52.82,32.422,235.021,7.97,0,5.668,36.933,650.224,150.744,54,38.404,23.689,0.003,0,0,0,0.4,0.14,0.1,0.063
Sweden,1997,SWE,8845525,264171121939,0,2.77,1.856,0,30.626,2.01,0,1.347,4.664,37,3.562,76127.047,2.549,7.25,261.309,4.859,39.797,8.32,0.66,0,0.442,1.267,191.822,69.06,46.284,29.214,395.299,95.141,60.203,194.244,69.93,46.867,29.583,222.363,4.58,0,3.069,33.865,673.384,201.055,72.03,48.274,30.62,0.003,0,0,0,0.564,0.2,0.134,0.086
Sweden,1998,SWE,8850606,276040695651,0,2.78,1.751,0,30.833,2.04,0,1.285,4.485,38.024,4.772,79713.688,2.556,7.11,265.919,4.478,38.68,8.246,0.53,0,0.334,1.199,207.619,75,47.232,30.2,421.562,95.522,61.32,204.397,73.58,46.338,29.731,226.84,4.54,0,2.859,32.996,705.514,217.165,78.1,49.184,31.589,0.003,0,0,0,0.856,0.32,0.202,0.124
Sweden,1999,SWE,8857691,289702793085,0,2.7,1.744,0,29.473,2.24,0,1.447,4.382,37.892,-2.195,77901.969,2.382,6.9,260.699,4.456,38.762,8.264,0.45,0,0.291,1.229,199.142,71.69,46.299,29.609,411.867,95.544,61.238,203.3,73.19,47.268,30.228,222.962,4.21,0,2.719,33.151,690.032,208.567,74.75,48.276,31.011,0.003,0,0,0,0.994,0.36,0.232,0.148
Sweden,2000,SWE,8872099,303452362920,0,4.1,2.823,0,29.838,1.64,0,1.129,4.707,37.939,-5.543,73464.344,2.148,4.77,242.34,3.284,38.229,8.082,0.48,0,0.331,1.275,218.289,78.58,54.107,34.435,391.578,96.716,61.771,159.211,57.32,39.468,25.115,204.42,2.65,0,1.825,32.247,651.783,232.367,83.14,57.247,36.656,0.003,0,0,0,1.269,0.46,0.317,0.2
Sweden,2001,SWE,8896018,308398096624,0.172,3.78,2.339,0.025,32.334,1.88,0,1.163,4.773,40.183,6.747,78209.859,2.256,6.17,246.559,3.818,36.394,9.118,0.4,0,0.248,1.346,218.401,79.06,48.923,32.238,430.909,96.182,63.606,199.196,72.11,44.623,29.403,205.107,3.89,0,2.407,30.276,695.756,231.713,83.32,51.559,34.203,0.006,0,0,0.001,1.331,0.48,0.297,0.197
Sweden,2002,SWE,8925045,317463771012,0.373,4.18,2.849,0.059,34.722,2.37,0,1.616,5.485,37.696,-6.652,72769.648,2.046,7.44,249.531,5.072,39.418,9.279,0.56,0,0.382,1.466,181.803,66.36,45.235,28.719,383.5,94.928,60.582,186.605,68.11,46.428,29.478,205.53,4.51,0,3.074,32.468,649.472,196.894,71.15,48.5,31.103,0.005,0,0,0.001,1.666,0.61,0.416,0.263
Sweden,2003,SWE,8958434,326402407102,0.771,4.51,3.331,0.129,34.043,2.85,0,2.105,5.717,35.995,-6.195,68007.117,1.867,9.24,249.21,6.825,41.848,9.253,0.73,0,0.539,1.554,145.886,53.54,39.545,24.498,346.298,93.175,58.152,183.692,67.42,49.797,30.846,205.914,5.66,0,4.181,34.578,609.237,162.606,58.73,43.378,27.305,0.005,0,0,0.001,1.85,0.68,0.502,0.311
Sweden,2004,SWE,8993805,341901244849,1.467,7.2,4.751,0.226,35.025,1.01,0,0.666,5.394,38.326,9.087,73894.945,1.944,5.89,248.317,3.886,38.245,9.212,0.78,0,0.515,1.419,164.195,60.12,39.667,25.289,400.965,96.114,61.755,210.491,77.49,51.128,32.419,204.079,4.1,0,2.705,31.432,664.597,190.474,68.18,44.985,29.336,0.005,0,0,0.001,2.304,0.86,0.567,0.355
Sweden,2005,SWE,9029771,354496929423,1.661,7.49,4.73,0.253,32.015,0.65,0,0.41,4.885,40.3,1.266,74532.344,1.898,4.76,237.69,3.006,36.271,8.777,0.6,0,0.379,1.339,194.633,72.8,45.971,29.7,417.635,96.994,63.729,195.405,72.38,45.706,29.818,196.897,3.51,0,2.216,30.046,673.01,222.23,81.22,51.288,33.911,0.005,0,0,0.001,2.525,0.93,0.587,0.385
